,state_or_country,region,subregion,housing_category,post_id,repost_of_post_id,title,url,date_posted,time_posted,price,location,post_has_image,post_has_geotag,bedrooms,area
1756,california,sfbay,pen,apts & housing for rent,7158736183,6584672657,🌷🏡🌈 APT 28  - SHORT TERM LEASE. 11 MONTHS OR LESS,https://sfbay.craigslist.org/pen/apa/d/mountain-view-apt-28-short-term-lease/7158736183.html,2020-07-17 00:00:00,1900-01-01 15:48:00,2725,MOUNTAIN VIEW,True,None,2,None
1774,california,sfbay,pen,apts & housing for rent,7160693591,6792070266,Great location/resort style,https://sfbay.craigslist.org/pen/apa/d/mountain-view-great-location-resort/7160693591.html,2020-07-16 00:00:00,1900-01-01 17:42:00,2800,mountain view,True,None,2,935ft2
1795,california,sfbay,pen,apts & housing for rent,7161025404,7132452128,Remodeled Condo Style- Bike to Google,https://sfbay.craigslist.org/pen/apa/d/mountain-view-remodeled-condo-style/7161025404.html,2020-07-17 00:00:00,1900-01-01 10:25:00,2595,mountain view,True,None,2,900ft2
2007,california,sfbay,pen,apts & housing for rent,7159976836,7132871572,Top floor 2 bdrm in San Carlos Hills $2645,https://sfbay.craigslist.org/pen/apa/d/san-carlos-top-floor-2-bdrm-in-san/7159976836.html,2020-07-18 00:00:00,1900-01-01 12:02:00,2645,san carlos,True,None,2,1000ft2
2043,california,sfbay,pen,apts & housing for rent,7151936038,7075550236,2 Bed/1 Bath Apartment Available in Mountain View,https://sfbay.craigslist.org/sby/apa/d/mountain-view-2-bed-1-bath-apartment/7151936038.html,2020-07-13 00:00:00,1900-01-01 18:19:00,2400,mountain view,True,None,2,None
2072,california,sfbay,pen,apts & housing for rent,7159268198,6016869855,2 Bedroom Apartment - Refurbished,https://sfbay.craigslist.org/pen/apa/d/2-bedroom-apartment-refurbished/7159268198.html,2020-07-16 00:00:00,1900-01-01 18:02:00,2800,san carlos,True,None,2,825ft2
2115,california,sfbay,pen,apts & housing for rent,7161239423,7156978373,"*2 Weeks Free* 2 bd 1 bath in San Carlos Hills! ""BT Properties""",https://sfbay.craigslist.org/pen/apa/d/san-carlos-2-weeks-free-2-bd-1-bath-in/7161239423.html,2020-07-17 00:00:00,1900-01-01 15:48:00,2695,san carlos,True,None,2,None
2123,california,sfbay,pen,apts & housing for rent,7159912381,7102322502,Spacious 2BR/1BA near Downtown Mountain View!,https://sfbay.craigslist.org/pen/apa/d/mountain-view-spacious-2br-1ba-near/7159912381.html,2020-07-15 00:00:00,1900-01-01 12:26:00,2750,mountain view,True,None,2,None
2142,california,sfbay,pen,apts & housing for rent,7161821740,7139214933,Charming Holly apartments,https://sfbay.craigslist.org/pen/apa/d/san-carlos-charming-holly-apartments/7161821740.html,2020-07-18 00:00:00,1900-01-01 15:18:00,2800,san carlos,True,None,2,None
2189,california,sfbay,pen,apts & housing for rent,7157484260,7129342513,2Br 2Ba unit w/garage and washer/dryer,https://sfbay.craigslist.org/sby/apa/d/mountain-view-2br-2ba-unit-garage-and/7157484260.html,2020-07-17 00:00:00,1900-01-01 19:30:00,2750,mountain view,True,None,2,None
2216,california,sfbay,pen,apts & housing for rent,7158496412,7151666997,"$2,500/mo., 2 bedroom, 1ba, carport",https://sfbay.craigslist.org/pen/apa/d/mountain-view-2500-mo-2-bedroom-1ba/7158496412.html,2020-07-13 00:00:00,1900-01-01 07:49:00,2500,mountain view,True,None,2,875ft2
2252,california,sfbay,pen,apts & housing for rent,7161818000,7160514672,Remodel 2BR Close To Downtown Mtn. View Move In 8/1,https://sfbay.craigslist.org/pen/apa/d/mountain-view-remodel-2br-close-to/7161818000.html,2020-07-18 00:00:00,1900-01-01 15:11:00,2595,mountain view,True,None,2,972ft2
2261,california,sfbay,pen,apts & housing for rent,7161556956,7152095326,San Carlos Hills 2bed/1 bath Call Now for a Tour !!,https://sfbay.craigslist.org/pen/apa/d/san-carlos-san-carlos-hills-2bed-1-bath/7161556956.html,2020-07-18 00:00:00,1900-01-01 08:53:00,2650,san carlos,True,None,2,1000ft2
2369,california,sfbay,pen,apts & housing for rent,7161229638,7141395456,Studio with Short walk to Downtown Mountain View,https://sfbay.craigslist.org/sby/apa/d/mountain-view-studio-with-short-walk-to/7161229638.html,2020-07-17 00:00:00,1900-01-01 15:15:00,1800,mountain view,True,None,2,600ft2
2485,california,sfbay,pen,apts & housing for rent,7159788128,5460149558,$2598  large  2bed 15.bath 935sqf Hardwood Floor townhome,https://sfbay.craigslist.org/sby/apa/d/mountain-view-2598-large-2bed-15bath/7159788128.html,2020-07-15 00:00:00,1900-01-01 09:37:00,2598,sunnyvale,True,None,2,935ft2
2489,california,sfbay,pen,apts & housing for rent,7143229323,7019064990,"$2600-two beds/one bath ground floor with patio, close to #101,85",https://sfbay.craigslist.org/pen/apa/d/mountain-view-2600-two-beds-one-bath/7143229323.html,2020-07-13 00:00:00,1900-01-01 19:02:00,2600,mountain view,True,None,2,950ft2
2510,california,sfbay,pen,apts & housing for rent,7143608477,7061087374,"$3,625 Free Rent! Great location near Stanford! Google Facebook pv2",https://sfbay.craigslist.org/pen/apa/d/mountain-view-3625-free-rent-great/7143608477.html,2020-07-14 00:00:00,1900-01-01 12:59:00,2625,mountain view,True,None,2,890ft2
2514,california,sfbay,pen,apts & housing for rent,7153968568,7070402995,"$3,625 Free Rent! views, park, tennis, CLOSE to freeway pv2",https://sfbay.craigslist.org/pen/apa/d/mountain-view-3625-free-rent-views-park/7153968568.html,2020-07-17 00:00:00,1900-01-01 11:40:00,2625,mountain view,True,None,2,890ft2
2515,california,sfbay,pen,apts & housing for rent,7155848409,7041507109,"$3,625 Free Rent! views, park, tennis, CLOSE TO WORK! freeway pv2",https://sfbay.craigslist.org/pen/apa/d/mountain-view-3625-free-rent-views-park/7155848409.html,2020-07-16 00:00:00,1900-01-01 13:09:00,2625,mountain view,True,None,2,890ft2
2523,california,sfbay,pen,apts & housing for rent,7159979604,7097855491,$1000 Bonus! Quiet and Convenient Luxury at the Parkview community,https://sfbay.craigslist.org/pen/apa/d/mountain-view-1000-bonus-quiet-and/7159979604.html,2020-07-15 00:00:00,1900-01-01 14:08:00,2685,mountain view,True,None,2,890ft2
2589,california,sfbay,pen,apts & housing for rent,7152231276,4231142607,Beautiful Duplex Home 2BR/1BA with Big Back Yard,https://sfbay.craigslist.org/sby/apa/d/beautiful-duplex-home-2br-1ba-with-big/7152231276.html,2020-07-18 00:00:00,1900-01-01 16:39:00,2700,mountain view,True,None,2,950ft2
2591,california,sfbay,pen,apts & housing for rent,7161581056,7157130455,"1st Floor, 2Bed/1Bath, Park, Nature Trail, Access to Google & Downtown",https://sfbay.craigslist.org/pen/apa/d/mountain-view-1st-floor-2bed-1bath-park/7161581056.html,2020-07-18 00:00:00,1900-01-01 09:26:00,2695,mountain view,True,None,2,850ft2
2597,california,sfbay,pen,apts & housing for rent,7143015170,7003506489,PRICE reduction...Remodeled- w/Bk.yard/Walk/Bike/Close t/Google,https://sfbay.craigslist.org/sby/apa/d/mountain-view-price-reductionremodeled/7143015170.html,2020-07-14 00:00:00,1900-01-01 13:16:00,2695,mountain view,True,None,2,1050ft2
2606,california,sfbay,pen,apts & housing for rent,7161166787,7109993274,"6 Weeks FREE RENT!!! 2 bedroom, 1.5 bathroom townhouse",https://sfbay.craigslist.org/pen/apa/d/mountain-view-6-weeks-free-rent-2/7161166787.html,2020-07-17 00:00:00,1900-01-01 13:36:00,2795,mountain view,True,None,2,900ft2
2649,california,sfbay,pen,apts & housing for rent,7153782357,7085759358,"Clean, Quite small complex, 2 assigned off street parking",https://sfbay.craigslist.org/sby/apa/d/mountain-view-clean-quite-small-complex/7153782357.html,2020-07-17 00:00:00,1900-01-01 06:25:00,2595,mountain view,True,None,2,None
2663,california,sfbay,pen,apts & housing for rent,7161550965,4884621504,***VIEW - LARGE TOWNHOME IN CARLMONT***,https://sfbay.craigslist.org/pen/apa/d/belmont-view-large-townhome-in-carlmont/7161550965.html,2020-07-18 00:00:00,1900-01-01 08:44:00,2700,belmont,True,None,2,None
2757,california,sfbay,pen,apts & housing for rent,7161736278,6750646969,"2BR, Luxurious Amenities, Private Garage, **VIRTUAL TOUR AVAILABLE**",https://sfbay.craigslist.org/sby/apa/d/mountain-view-2br-luxurious-amenities/7161736278.html,2020-07-18 00:00:00,1900-01-01 12:58:00,2795,mountain view,True,None,2,775ft2
2834,california,sfbay,pen,apts & housing for rent,7161029358,7142419319,"2235 Village Ct #1, Beautiful 2 Bedroom, Ground Floor, Great Location",https://sfbay.craigslist.org/pen/apa/d/belmont-2235-village-ct-1-beautiful-2/7161029358.html,2020-07-17 00:00:00,1900-01-01 10:36:00,2795,belmont,True,None,2,None
2864,california,sfbay,pen,apts & housing for rent,7157555660,4731337558,Large Quiet 2BR Apt - Security Bldg/Elevator/Dual Pane Windows/Balcony,https://sfbay.craigslist.org/pen/apa/d/belmont-large-quiet-2br-apt-security/7157555660.html,2020-07-14 00:00:00,1900-01-01 09:44:00,2700,belmont,False,None,2,None
2867,california,sfbay,pen,apts & housing for rent,7156255466,7147120257,BELOW MARKET RENT-Ex. Loc.-2BDR  Garden Apt,https://sfbay.craigslist.org/pen/apa/d/belmont-below-market-rent-ex-loc-2bdr/7156255466.html,2020-07-18 00:00:00,1900-01-01 16:12:00,2200,belmont,True,None,2,None
2875,california,sfbay,pen,apts & housing for rent,7159484553,4756002508,Large Clean & Quiet 2BR/1BA In Smaller Building,https://sfbay.craigslist.org/pen/apa/d/large-clean-quiet-2br-1ba-in-smaller/7159484553.html,2020-07-17 00:00:00,1900-01-01 21:36:00,2700,belmont,False,None,2,None
2883,california,sfbay,pen,apts & housing for rent,7159192491,7025397205,Beautiful Two-Bedroom Two Bath Apartment In Quiet Neighborhood,https://sfbay.craigslist.org/pen/apa/d/belmont-beautiful-two-bedroom-two-bath/7159192491.html,2020-07-18 00:00:00,1900-01-01 10:14:00,2800,belmont,False,None,2,None
2909,california,sfbay,pen,apts & housing for rent,7160548053,7136512905,"Flexible Showing In person or Virtual, Call Now! Bright Top Floor!",https://sfbay.craigslist.org/pen/apa/d/belmont-flexible-showing-in-person-or/7160548053.html,2020-07-16 00:00:00,1900-01-01 13:16:00,2550,belmont,True,None,2,975ft2
2911,california,sfbay,pen,apts & housing for rent,7160512369,7110256421,Want a month free? Come check out this 2x2 in the Belmont Hills!,https://sfbay.craigslist.org/pen/apa/d/belmont-want-month-free-come-check-out/7160512369.html,2020-07-16 00:00:00,1900-01-01 12:25:00,2795,belmont,True,None,2,None
2925,california,sfbay,pen,apts & housing for rent,7157659899,7135407087,"1.5 ba, LOVELY, 2nd floor, REMODELED, QUIET, BALCONY, VIEW, Hills",https://sfbay.craigslist.org/pen/apa/d/belmont-15-ba-lovely-2nd-floor/7157659899.html,2020-07-17 00:00:00,1900-01-01 13:34:00,2550,belmont,True,None,2,1000ft2
